disease_id	entrezgene	gene	disease_name	disease_name_ja	UMLS_id	disease_degree
H00020	hsa:2321	FLT1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:7423	VEGFB	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:2260	FGFR1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:2324	FLT4	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:7471	WNT1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:1436	CSF1R	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:2065	ERBB3	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:1949	EFNB3	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:1948	EFNB2	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:7040	TGFB1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:7046	TGFBR1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:7048	TGFBR2	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:1493	CTLA4	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:673	BRAF	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:23043	TNIK	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00020	hsa:5894	RAF1	Colorectal cancer	結腸・直腸癌; 大腸癌	C0009402	41
H00021	hsa:2322	FLT3	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:1803	DPP4	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:3815	KIT	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:5159	PDGFRB	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:3791	KDR	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:7424	VEGFC	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:5979	RET	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:3569	IL6	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:958	CD40	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:7422	VEGFA	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:4233	MET	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:2475	MTOR	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:7010	TEK	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:1719	DHFR	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:4072	EPCAM	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:4486	MST1R	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:2321	FLT1	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:7423	VEGFB	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:2324	FLT4	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:1436	CSF1R	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:1493	CTLA4	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:673	BRAF	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:5894	RAF1	Renal cell carcinoma	腎細胞癌	C0007134	24
H00021	hsa:471	ATIC	Renal cell carcinoma	腎細胞癌	C0007134	24
H01299	hsa:2322	FLT3	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:5159	PDGFRB	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:3791	KDR	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:7424	VEGFC	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:5156	PDGFRA	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:7124	TNF	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:3569	IL6	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:2261	FGFR3	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:6351	CCL4	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:2321	FLT1	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:7423	VEGFB	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:2260	FGFR1	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:2324	FLT4	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:7040	TGFB1	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:2263	FGFR2	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H01299	hsa:3553	IL1B	Idiopathic pulmonary fibrosis	特発性肺線維症	C1800706	16
H00409	hsa:1803	DPP4	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:6387	CXCL12	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:7124	TNF	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:2548	GAA	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:231	AKR1B1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:3553	IL1B	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:3554	IL1R1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:6804	STX1A	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:5950	RBP4	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:6347	CCL2	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:5105	PCK1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:5106	PCK2	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:2203	FBP1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:2538	G6PC	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:5836	PYGL	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:6720	SREBF1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:6721	SREBF2	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:2194	FASN	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:9945	GFPT2	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00409	hsa:5770	PTPN1	Type 2 diabetes mellitus	2型糖尿病	C0011860	20
H00038	hsa:3815	KIT	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:5159	PDGFRB	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:3791	KDR	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:7424	VEGFC	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:4893	NRAS	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:596	BCL2	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:958	CD40	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:5604	MAP2K1	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:5605	MAP2K2	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:3685	ITGAV	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:3690	ITGB3	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:6774	STAT3	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:1493	CTLA4	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:673	BRAF	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:6934	TCF7L2	Melanoma	悪性黒色腫	C0025202	16
H00038	hsa:4286	MITF	Melanoma	悪性黒色腫	C0025202	16
H00009	hsa:100	ADA	Adult T-cell leukemia	成人T細胞性白血病	C0023493	1
H00023	hsa:84617	TUBB6	Testicular cancer	精巣癌	C0153594	1
H00056	hsa:7124	TNF	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00056	hsa:5734	PTGER4	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00056	hsa:23621	BACE1	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00056	hsa:3146	HMGB1	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00056	hsa:1508	CTSB	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00056	hsa:348	APOE	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	C0002395	6
H00057	hsa:7124	TNF	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:1312	COMT	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:4129	MAOB	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:135	ADORA2A	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:6335	SCN9A	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:1128	CHRM1	Parkinson disease	パーキンソン病	C0030567	7
H00057	hsa:1131	CHRM3	Parkinson disease	パーキンソン病	C0030567	7
H01227	hsa:7124	TNF	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:4790	NFKB1	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:3569	IL6	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:6097	RORC	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:958	CD40	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:3592	IL12A	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:3593	IL12B	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:7292	TNFSF4	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:5530	PPP3CA	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:5532	PPP3CB	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:5533	PPP3CC	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:5534	PPP3R1	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:5535	PPP3R2	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:6775	STAT4	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:3458	IFNG	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:3553	IL1B	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01227	hsa:149233	IL23R	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	C0021390	17
H01358	hsa:7124	TNF	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3592	IL12A	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3567	IL5	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3596	IL13	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3269	HRH1	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3565	IL4	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3586	IL10	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:5530	PPP3CA	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:5532	PPP3CB	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:5533	PPP3CC	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:5534	PPP3R1	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:5535	PPP3R2	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:3458	IFNG	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:85480	TSLP	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:7132	TNFRSF1A	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H01358	hsa:196	AHR	Atopic dermatitis	アトピー性皮膚炎	C0011615	16
H00286	hsa:4790	NFKB1	Crohn disease	クローン病	C0010346	7
H00286	hsa:958	CD40	Crohn disease	クローン病	C0010346	7
H00286	hsa:3592	IL12A	Crohn disease	クローン病	C0010346	7
H00286	hsa:3593	IL12B	Crohn disease	クローン病	C0010346	7
H00286	hsa:3689	ITGB2	Crohn disease	クローン病	C0010346	7
H00286	hsa:3676	ITGA4	Crohn disease	クローン病	C0010346	7
H00286	hsa:3688	ITGB1	Crohn disease	クローン病	C0010346	7
H00408	hsa:958	CD40	Type 1 diabetes mellitus	1型糖尿病	C0011854	4
H00408	hsa:915	CD3D	Type 1 diabetes mellitus	1型糖尿病	C0011854	4
H00408	hsa:7292	TNFSF4	Type 1 diabetes mellitus	1型糖尿病	C0011854	4
H00408	hsa:3458	IFNG	Type 1 diabetes mellitus	1型糖尿病	C0011854	4
H00013	hsa:6469	SHH	Small cell lung cancer	小細胞肺癌	C0149925	6
H00013	hsa:50846	DHH	Small cell lung cancer	小細胞肺癌	C0149925	6
H00013	hsa:5727	PTCH1	Small cell lung cancer	小細胞肺癌	C0149925	6
H00013	hsa:4312	MMP1	Small cell lung cancer	小細胞肺癌	C0149925	6
H00013	hsa:4316	MMP7	Small cell lung cancer	小細胞肺癌	C0149925	6
H00013	hsa:4323	MMP14	Small cell lung cancer	小細胞肺癌	C0149925	6
H00030	hsa:2064	ERBB2	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:960	CD44	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:7298	TYMS	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:2065	ERBB3	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:7048	TGFBR2	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:142	PARP1	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:672	BRCA1	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:675	BRCA2	Cervical cancer	子宮頸癌	C0007873	9
H00030	hsa:841	CASP8	Cervical cancer	子宮頸癌	C0007873	9
H00413	hsa:4072	EPCAM	Hepatitis C; Hepatitis C virus (HCV) infection	C型肝炎	C0019196	1
H00026	hsa:2263	FGFR2	Endometrial cancer	子宮内膜癌	C0476089	1
H00079	hsa:135	ADORA2A	Asthma	喘息	C0004096	10
H00079	hsa:1128	CHRM1	Asthma	喘息	C0004096	10
H00079	hsa:1131	CHRM3	Asthma	喘息	C0004096	10
H00079	hsa:3567	IL5	Asthma	喘息	C0004096	10
H00079	hsa:3596	IL13	Asthma	喘息	C0004096	10
H00079	hsa:6915	TBXA2R	Asthma	喘息	C0004096	10
H00079	hsa:5144	PDE4D	Asthma	喘息	C0004096	10
H00079	hsa:3269	HRH1	Asthma	喘息	C0004096	10
H00079	hsa:3566	IL4R	Asthma	喘息	C0004096	10
H00079	hsa:3565	IL4	Asthma	喘息	C0004096	10
H00342	hsa:1128	CHRM1	Tuberculosis	結核	C0041296	3
H00342	hsa:1131	CHRM3	Tuberculosis	結核	C0041296	3
H00342	hsa:3269	HRH1	Tuberculosis	結核	C0041296	3
H01132	hsa:5530	PPP3CA	Aplastic anemia	再生不良性貧血	C0002874	6
H01132	hsa:4773	NFATC2	Aplastic anemia	再生不良性貧血	C0002874	6
H01132	hsa:5532	PPP3CB	Aplastic anemia	再生不良性貧血	C0002874	6
H01132	hsa:5533	PPP3CC	Aplastic anemia	再生不良性貧血	C0002874	6
H01132	hsa:5534	PPP3R1	Aplastic anemia	再生不良性貧血	C0002874	6
H01132	hsa:5535	PPP3R2	Aplastic anemia	再生不良性貧血	C0002874	6
H00590	hsa:6696	SPP1	Congenital muscular dystrophies (CMD/MDC)	先天性筋ジストロフィー	C0026850	1
H00155	hsa:4547	MTTP	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:3156	HMGCR	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:2222	FDFT1	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:38	ACAT1	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:39	ACAT2	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:775	CACNA1C	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
H00155	hsa:776	CACNA1D	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	C0020445	7
