UMLS_id	entrezgene	gene	disease_id	disease_name	disease_name_ja	disease_degree
C0235974	hsa:4233	MET	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:4072	EPCAM	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:5595	MAPK3	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:5594	MAPK1	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3685	ITGAV	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3690	ITGB3	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:6774	STAT3	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:22943	DKK1	H00019	Pancreatic cancer	膵癌	30
C0153594	hsa:10381	TUBB3	H00023	Testicular cancer	精巣癌	6
C0153594	hsa:10383	TUBB2C	H00023	Testicular cancer	精巣癌	6
C0153594	hsa:7280	TUBB2A	H00023	Testicular cancer	精巣癌	6
C0153594	hsa:84617	TUBB6	H00023	Testicular cancer	精巣癌	6
C0153594	hsa:7153	TOP2A	H00023	Testicular cancer	精巣癌	6
C0153594	hsa:7155	TOP2B	H00023	Testicular cancer	精巣癌	6
C0476089	hsa:10381	TUBB3	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:10383	TUBB2C	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:7280	TUBB2A	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:84617	TUBB6	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:7153	TOP2A	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:7155	TOP2B	H00026	Endometrial cancer	子宮内膜癌	7
C0476089	hsa:2263	FGFR2	H00026	Endometrial cancer	子宮内膜癌	7
C1140680	hsa:10381	TUBB3	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:10383	TUBB2C	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:7280	TUBB2A	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:84617	TUBB6	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:6240	RRM1	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3815	KIT	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:5159	PDGFRB	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3791	KDR	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:7124	TNF	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3569	IL6	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:1432	MAPK14	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:5600	MAPK11	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:6300	MAPK12	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:5603	MAPK13	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3480	IGF1R	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:7422	VEGFA	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:4072	EPCAM	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3685	ITGAV	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:3690	ITGB3	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:6774	STAT3	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:142	PARP1	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:10038	PARP2	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:672	BRCA1	H00027	Ovarian cancer	卵巣癌	24
C1140680	hsa:675	BRCA2	H00027	Ovarian cancer	卵巣癌	24
C0007873	hsa:10381	TUBB3	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:10383	TUBB2C	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:7280	TUBB2A	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:84617	TUBB6	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:7298	TYMS	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:2064	ERBB2	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:2065	ERBB3	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:7048	TGFBR2	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:142	PARP1	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:10038	PARP2	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:672	BRCA1	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:675	BRCA2	H00030	Cervical cancer	子宮頸癌	13
C0007873	hsa:841	CASP8	H00030	Cervical cancer	子宮頸癌	13
C0011615	hsa:3717	JAK2	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:7124	TNF	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3718	JAK3	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:7297	TYK2	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:4790	NFKB1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3716	JAK1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5144	PDE4D	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5530	PPP3CA	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:4773	NFATC2	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5532	PPP3CB	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5533	PPP3CC	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5534	PPP3R1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:5535	PPP3R2	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3458	IFNG	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3592	IL12A	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:7132	TNFRSF1A	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:2034	EPAS1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3596	IL13	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3269	HRH1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3565	IL4	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3567	IL5	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:85480	TSLP	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:196	AHR	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3566	IL4R	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0011615	hsa:3597	IL13RA1	H01358	Atopic dermatitis	アトピー性皮膚炎	25
C0009402	hsa:2322	FLT3	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7150	TOP1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7153	TOP2A	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7155	TOP2B	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:3815	KIT	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5159	PDGFRB	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1803	DPP4	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:3791	KDR	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:3845	KRAS	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:673	BRAF	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5604	MAP2K1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5605	MAP2K2	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5979	RET	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:958	CD40	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:4907	NT5E	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:3480	IGF1R	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7298	TYMS	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1956	EGFR	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7422	VEGFA	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:2064	ERBB2	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7010	TEK	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:2321	FLT1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:2324	FLT4	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1493	CTLA4	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:4072	EPCAM	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:324	APC	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5595	MAPK3	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5594	MAPK1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:6774	STAT3	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:2260	FGFR1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7471	WNT1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1436	CSF1R	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:2065	ERBB3	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1949	EFNB3	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:1948	EFNB2	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7040	TGFB1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7046	TGFBR1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7048	TGFBR2	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:23043	TNIK	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5894	RAF1	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5144	PDE4D	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:7423	VEGFB	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:5228	PGF	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0009402	hsa:688	KLF5	H00020	Colorectal cancer	結腸・直腸癌; 大腸癌	44
C0007134	hsa:2322	FLT3	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:3815	KIT	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:5159	PDGFRB	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:1803	DPP4	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:3791	KDR	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:1719	DHFR	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:673	BRAF	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:5979	RET	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:3569	IL6	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:958	CD40	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:135	ADORA2A	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:7422	VEGFA	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:4233	MET	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:2475	MTOR	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:7010	TEK	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:2321	FLT1	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:2324	FLT4	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:1493	CTLA4	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:4072	EPCAM	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:4486	MST1R	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:1436	CSF1R	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:5894	RAF1	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:5144	PDE4D	H00021	Renal cell carcinoma	腎細胞癌	24
C0007134	hsa:471	ATIC	H00021	Renal cell carcinoma	腎細胞癌	24
C1800706	hsa:5156	PDGFRA	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5159	PDGFRB	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3791	KDR	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:7124	TNF	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:207	AKT1	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3569	IL6	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2261	FGFR3	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2475	MTOR	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2321	FLT1	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2324	FLT4	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3685	ITGAV	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2260	FGFR1	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:1436	CSF1R	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:7040	TGFB1	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2263	FGFR2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:9475	ROCK2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3586	IL10	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3458	IFNG	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3553	IL1B	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5293	PIK3CD	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:6347	CCL2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:2247	FGF2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:1490	CTGF	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:53831	GPR84	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3596	IL13	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:3958	LGALS3	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:7052	TGM2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5599	MAPK8	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5601	MAPK9	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5602	MAPK10	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5290	PIK3CA	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:5291	PIK3CB	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:208	AKT2	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C1800706	hsa:10000	AKT3	H01299	Idiopathic pulmonary fibrosis	特発性肺線維症	34
C0025202	hsa:3815	KIT	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:5159	PDGFRB	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:3791	KDR	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:4893	NRAS	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:596	BCL2	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:673	BRAF	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:5604	MAP2K1	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:5605	MAP2K2	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:958	CD40	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:1493	CTLA4	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:3685	ITGAV	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:3690	ITGB3	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:6774	STAT3	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:6934	TCF7L2	H00038	Melanoma	悪性黒色腫	15
C0025202	hsa:4286	MITF	H00038	Melanoma	悪性黒色腫	15
C0011860	hsa:1803	DPP4	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:6387	CXCL12	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:7124	TNF	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:3569	IL6	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5530	PPP3CA	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:4773	NFATC2	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:3553	IL1B	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:2548	GAA	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:231	AKR1B1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:3554	IL1R1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:6804	STX1A	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5950	RBP4	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:6347	CCL2	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5105	PCK1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5106	PCK2	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:2203	FBP1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:2538	G6PC	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5836	PYGL	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:6720	SREBF1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:6721	SREBF2	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:2194	FASN	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:2673	GFPT1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:9945	GFPT2	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:5770	PTPN1	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:79071	ELOVL6	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0011860	hsa:440275	EIF2AK4	H00409	Type 2 diabetes mellitus	2型糖尿病	26
C0004096	hsa:695	BTK	H00079	Asthma	喘息	28
C0004096	hsa:7124	TNF	H00079	Asthma	喘息	28
C0004096	hsa:5743	PTGS2	H00079	Asthma	喘息	28
C0004096	hsa:4790	NFKB1	H00079	Asthma	喘息	28
C0004096	hsa:1432	MAPK14	H00079	Asthma	喘息	28
C0004096	hsa:5600	MAPK11	H00079	Asthma	喘息	28
C0004096	hsa:6300	MAPK12	H00079	Asthma	喘息	28
C0004096	hsa:5603	MAPK13	H00079	Asthma	喘息	28
C0004096	hsa:5594	MAPK1	H00079	Asthma	喘息	28
C0004096	hsa:6774	STAT3	H00079	Asthma	喘息	28
C0004096	hsa:5144	PDE4D	H00079	Asthma	喘息	28
C0004096	hsa:1128	CHRM1	H00079	Asthma	喘息	28
C0004096	hsa:1131	CHRM3	H00079	Asthma	喘息	28
C0004096	hsa:6696	SPP1	H00079	Asthma	喘息	28
C0004096	hsa:3596	IL13	H00079	Asthma	喘息	28
C0004096	hsa:3269	HRH1	H00079	Asthma	喘息	28
C0004096	hsa:3565	IL4	H00079	Asthma	喘息	28
C0004096	hsa:3567	IL5	H00079	Asthma	喘息	28
C0004096	hsa:85480	TSLP	H00079	Asthma	喘息	28
C0004096	hsa:3566	IL4R	H00079	Asthma	喘息	28
C0004096	hsa:3597	IL13RA1	H00079	Asthma	喘息	28
C0004096	hsa:6915	TBXA2R	H00079	Asthma	喘息	28
C0004096	hsa:727	C5	H00079	Asthma	喘息	28
C0004096	hsa:3576	IL8	H00079	Asthma	喘息	28
C0004096	hsa:9021	SOCS3	H00079	Asthma	喘息	28
C0004096	hsa:1577	CYP3A5	H00079	Asthma	喘息	28
C0004096	hsa:8784	TNFRSF18	H00079	Asthma	喘息	28
C0004096	hsa:27199	OXGR1	H00079	Asthma	喘息	28
C0023493	hsa:100	ADA	H00009	Adult T-cell leukemia	成人T細胞性白血病	1
C0002395	hsa:7124	TNF	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:5144	PDE4D	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:3479	IGF1	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:5734	PTGER4	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:23621	BACE1	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:3146	HMGB1	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:1508	CTSB	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:348	APOE	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:351	APP	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:5663	PSEN1	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:5664	PSEN2	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:6093	ROCK1	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0002395	hsa:9475	ROCK2	H00056	Alzheimer disease; Dementia due to Alzheimer disease	アルツハイマー病; アルツハイマー型認知症	13
C0030567	hsa:7124	TNF	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:135	ADORA2A	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:5144	PDE4D	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:6335	SCN9A	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:6622	SNCA	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:1312	COMT	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:4129	MAOB	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:1128	CHRM1	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:1131	CHRM3	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:1644	DDC	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:120892	LRRK2	H00057	Parkinson disease	パーキンソン病	12
C0030567	hsa:3269	HRH1	H00057	Parkinson disease	パーキンソン病	12
C0010346	hsa:7124	TNF	H00286	Crohn disease	クローン病	13
C0010346	hsa:4790	NFKB1	H00286	Crohn disease	クローン病	13
C0010346	hsa:958	CD40	H00286	Crohn disease	クローン病	13
C0010346	hsa:3716	JAK1	H00286	Crohn disease	クローン病	13
C0010346	hsa:3458	IFNG	H00286	Crohn disease	クローン病	13
C0010346	hsa:3592	IL12A	H00286	Crohn disease	クローン病	13
C0010346	hsa:3593	IL12B	H00286	Crohn disease	クローン病	13
C0010346	hsa:3676	ITGA4	H00286	Crohn disease	クローン病	13
C0010346	hsa:7132	TNFRSF1A	H00286	Crohn disease	クローン病	13
C0010346	hsa:3688	ITGB1	H00286	Crohn disease	クローン病	13
C0010346	hsa:3689	ITGB2	H00286	Crohn disease	クローン病	13
C0010346	hsa:3606	IL18	H00286	Crohn disease	クローン病	13
C0010346	hsa:4092	SMAD7	H00286	Crohn disease	クローン病	13
C0021390	hsa:7124	TNF	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:4790	NFKB1	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3569	IL6	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:6097	RORC	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:958	CD40	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:7292	TNFSF4	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:5530	PPP3CA	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:5532	PPP3CB	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:5533	PPP3CC	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:5534	PPP3R1	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:5535	PPP3R2	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3458	IFNG	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3592	IL12A	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3593	IL12B	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3676	ITGA4	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:7132	TNFRSF1A	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:3606	IL18	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0021390	hsa:149233	IL23R	H01227	Inflammatory bowel disease (IBD)	炎症性腸疾患 (IBD)	18
C0009324	hsa:7124	TNF	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:3718	JAK3	H01466	Ulcerative colitis	潰瘍性大腸炎	12
